RMS ID,MSX Name,Source Type,Flux 8 (Jy),Flux 12 (Jy),Flux 14 (Jy),Flux 21 (Jy),J Mag.,H Mag.,K Mag.,VLSR (km/s),Distance (kpc),D type,FIR Lum.,Lum. Source,Freq. (GHz),Int. Flux,Random?
1592,G332.7673-00.0069,HII region ,6.213,9.839,9.01,26.88,,,,-95.6,5.3,Kin,11242,MIPS/IGA,4.8,24.6,
4825,G332.7680-00.6260,Rejected ,0.117,0.868,0.6,3.41,,,,,NA,,NULL,MSX,,,
1628,G332.7689-00.6372,Rejected ,0.374,0.756,0.73,3.41,,,,,NA,,NULL,MSX,,,
4826,G332.7694-00.6432,Rejected ,0.245,0.643,0.45,2.76,,,,,NA,,NULL,MSX,,,
1625,G332.7733-00.6181,Rejected ,0.132,0.805,0.92,4.86,,,,,NA,,NULL,MSX,,,
4824,G332.7807-00.5754,Rejected ,0.169,0.904,0.52,3.34,,,,,NA,,NULL,MSX,,,
1598,G332.7867-00.2404,HII region?,0.433,0.652,1.35,4.67,,,,-44.3,3.6,Spe,1404,MIPS/IGA,8.6,13.9,
1627,G332.7995-00.5963A,HII region ,6.701,16.971,21.04,76.14,,,,,NA,,NULL,MSX,,,
1627,G332.7995-00.5963B,HII region ,6.701,16.971,21.04,76.14,,,,,NA,,NULL,MSX,,,
1619,G332.8024-00.5202,Rejected ,0.135,1.242,1.98,3.08,,,,,NA,,NULL,MSX,,,
1633,G332.8026-00.6440,Rejected ,0.107,0.894,1.08,5.06,,,,,NA,,NULL,MSX,,,
1632,G332.8049-00.6351,Rejected ,0.16,0.811,1.27,5.27,,,,,NA,,NULL,MSX,,,
1630,G332.8067-00.6267,Rejected ,0.268,1.218,1.25,5.09,,,,,NA,,NULL,MSX,,,
1626,G332.8069-00.5857,Rejected ,0.791,4.109,7.92,23.22,,,,,NA,,NULL,MSX,,,
1640,G332.8151-00.6543,HII region?,0.661,0.891,3.05,7.26,15.6,14,11.9,-47.4,3.6,Spe,3524,MIPS/IGA,8.6,69.7,
1623,G332.8256-00.5498A,HII/YSO ,24.294,83.464,166.15,771.02,17.2,13.1,8.9,-57.3,3.6,Spe,130093,MIPS/IGA,8.6,1,994
1623,G332.8256-00.5498B,HII region ,24.294,83.464,166.15,771.02,13.8,12.5,10.8,-57.3,3.6,Spe,35365,MIPS/IGA,4.8,43.2,
4827,G332.8485-00.5896,Rejected ,0.111,0.749,0.61,3.38,,,,,NA,,NULL,MSX,,,
1629,G332.8662-00.5657,Diffuse HII region ,0.261,0.688,1.56,5.38,,,,-57.1,3.6,Spe,1776,MIPS/IGA,4.8,<40.8,
4823,G332.8950-00.4554,Rejected ,0.292,0.632,0.65,4.61,,,,,NA,,NULL,MSX,,,
4822,G332.8986-00.4420,Evolved star ,0.123,-0.455,0.62,4.41,14.3,11,9.4,,NA,,NULL,MSX,,,
1614,G332.9237-00.3632,Rejected ,0.251,0.832,1.99,6.96,,,,,NA,,NULL,MSX,,,
1485,G332.9457+02.3855,YSO ,0.989,1.53,2.06,3.41,12.3,10.8,9.7,-24.6,2,Kin,909,MIPS/IGA,4.8,<0.5,
1644,G332.9529-00.5210,Rejected ,0.313,1.458,2.67,9.46,,,,,NA,,NULL,MSX,,,
4210,G332.9549-00.4744,Rejected ,-0.041,2.363,2.58,14.55,,,,,NA,,NULL,MSX,,,
1506,G332.9565+01.8035A,HII region ,6.239,9.969,9.34,22.43,,,,-22.8,1.8,Kin,501,MIPS/IGA,4.8,<1.4,
1506,G332.9565+01.8035B,YSO ,6.239,9.969,9.34,22.43,15.3,13.6,11.7,-22.8,1.8,Kin,501,MIPS/IGA,4.8,<1.4,
1621,G332.9585-00.3769,Rejected ,0.098,0.637,0.77,2.81,,,,,NA,,NULL,MSX,,,
4209,G332.9605-00.4589,Rejected ,-0.055,1.668,5.86,20.83,,,,,NA,,NULL,MSX,,,
4208,G332.9614-00.4540,Rejected ,0.16,1.889,8.36,26.7,,,,,NA,,NULL,MSX,,,
4219,G332.9636-00.6800,YSO ,0.067,-0.468,1.08,9.81,,,,-48.5,3.2,Kin,22086,MSX,,,
1564,G332.9639+00.7718A,HII region ,10.196,34.167,43.57,123.35,,,,-44.5,3,Kin,19557,MSX,,,
1564,G332.9639+00.7718B,HII region ,10.196,34.167,43.57,123.35,,,,-44.5,3,Kin,19557,MSX,,,
4207,G332.9651-00.4328,Rejected ,-0.032,0.767,2.92,17.86,,,,,NA,,NULL,MSX,,,
1624,G332.9669-00.4118,Rejected ,0.454,0.69,0.91,5.43,,,,,NA,,NULL,MSX,,,
1631,G332.9674-00.4691,Diffuse HII region ,2.633,6.243,6.13,20.17,,,,,NA,,NULL,MSX,,,
1565,G332.9793+00.7771,Rejected ,2.174,5.689,9.4,18.16,,,,,NA,,NULL,MSX,,,
1645,G332.9868-00.4871,YSO ,7.045,19.585,31.64,63.73,17.6,13.7,9.3,-56.4,3.6,Spe,17543,MIPS/IGA,8.6,<4.2,
1675,G332.9868-00.6199,Rejected ,0.353,1.123,2.17,6.38,,,,,NA,,NULL,MSX,,,
1567,G332.9879+00.7693,Rejected ,1.471,8.908,15.16,35.63,,,,,NA,,NULL,MSX,,,
1561,G332.9881+00.9053,Diffuse HII region ,0.128,-0.468,1.46,6.39,,,,,NA,,NULL,MSX,,,
1568,G333.0058+00.7707,YSO ,3.727,5.773,5.3,17.07,15.8,13.9,11,-48.3,3.2,Kin,2891,MSX,8.6,<3.8,
1635,G333.0107-00.4458,Diffuse HII region ,1.482,35.231,64.39,69.56,,,,,NA,,NULL,MSX,,,
1641,G333.0120-00.4564,Rejected ,15.548,69.102,97.2,157.48,,,,,NA,,NULL,MSX,,,
1636,G333.0145-00.4438,Diffuse HII region ,13.021,29.557,33.88,145.87,,,,-54,3.6,Spe,65296,MSX,8.6,<3.6,
1570,G333.0162+00.7615,HII region ,7.574,13.443,13.18,60.64,,,,-47.9,3.2,Kin,10236,MSX,8.6,88.8,
1638,G333.0293-00.4357,Rejected ,3.358,26.543,46.68,98.41,,,,,NA,,NULL,MSX,,,
1601,G333.0299-00.0645,HII region ,3.603,5.201,3.75,14.13,,,,-40.9,3.6,Spe,11557,MSX,,,
1646,G333.0349-00.4463,Rejected ,2.076,17.362,33.49,60.33,,,,,NA,,NULL,MSX,,,
1637,G333.0389-00.4244,Rejected ,0.517,9.92,17.76,47.55,,,,,NA,,NULL,MSX,,,
4203,G333.0401+01.0563,HII region ,0.09,-0.589,1.24,3.2,,,,,NA,,NULL,MSX,,,
4211,G333.0404-00.4011,Rejected ,-0.035,0.893,1.59,4.55,,,,,NA,,NULL,MSX,,,
4213,G333.0436-00.4831,Rejected ,-0.039,1.275,3.25,13.12,,,,,NA,,NULL,MSX,,,
1677,G333.0462-00.5643,Diffuse HII region ,1.298,1.781,2.27,7.04,,,,,NA,,NULL,MSX,,,
4214,G333.0475-00.4939,Rejected ,-0.03,2.384,4.74,18.34,,,,,NA,,NULL,MSX,,,
1597,G333.0494+00.0324A,Diffuse HII region ,9.502,13.306,9.37,25.52,,,,-45.3,3.6,Spe,2141,MIPS/IGA,4.8,<0.9,
1597,G333.0494+00.0324B,YSO ,9.502,13.306,9.37,25.52,15.8,11.8,9.2,-45.3,3.6,Spe,2141,MIPS/IGA,4.8,<0.9,
1654,G333.0544-00.4979,Rejected ,0.93,3.737,3.78,14.23,,,,,NA,,NULL,MSX,,,
1664,G333.0609-00.5060,Rejected ,0.676,2.964,5.62,18.83,,,,,NA,,NULL,MSX,,,
1648,G333.0682-00.4461,YSO ,3.652,7.151,14.21,29.34,,,,-53,3.6,Spe,40387,MSX,8.6,<13.9,
1647,G333.0697-00.4386,Rejected ,1.054,6.896,11.01,21.13,,,,,NA,,NULL,MSX,,,
1667,G333.0722-00.5117,Diffuse HII region?,1.014,2.293,1.39,6.88,,,,,NA,,NULL,MSX,,,
1650,G333.0827-00.4518,Rejected ,0.17,3.648,3.56,12.14,,,,,NA,,NULL,MSX,,,
1660,G333.0844-00.4779,Diffuse HII region ,3.154,26.217,43.4,106.87,,,,,NA,,NULL,MSX,,,
1649,G333.0846-00.4307,Rejected ,0.797,2.273,1.01,3.94,,,,,NA,,NULL,MSX,,,
1658,G333.0890-00.4695,Diffuse HII region ,2.192,6.971,4.58,20.43,,,,,NA,,NULL,MSX,,,
1634,G333.0909-00.3631,Diffuse HII region ,0.561,1.112,1.07,3.91,,,,,NA,,NULL,MSX,,,
1655,G333.0926-00.4615,Rejected ,1.84,12.639,18.17,37.69,,,,,NA,,NULL,MSX,,,
1643,G333.0937-00.3776,Rejected ,1.133,1.546,1.06,3.02,,,,,NA,,NULL,MSX,,,
1639,G333.0939-00.3730,Rejected ,0.191,1.017,1.6,7.67,,,,,NA,,NULL,MSX,,,
4832,G333.0991-00.7797,Rejected ,0.159,-0.573,0.76,3.73,,,,,NA,,NULL,MSX,,,
1676,G333.1075-00.5020,YSO ,3.146,13.2,21.44,47.82,15.1,13.4,11.7,-55.8,3.6,Spe,1602,MIPS/IGA,8.6,<5.0,
1663,G333.1146-00.4508,HII region ,4.276,22.259,36.79,64.24,14.9,12.7,11.4,,3.6,Spe,17069,MSX,,,
1599,G333.1153+00.0950,YSO ,3.539,5.298,7.01,7.02,12.7,9.8,7.7,-44.1,3.6,Spe,1517,MIPS/IGA,4.8,<0.7,
1661,G333.1256-00.4367,YSO ,19.017,52.354,71.25,203.36,14.4,13.1,12.1,-50.4,3.6,Spe,25273,MSX,,,
1672,G333.1256-00.4717,Rejected ,0.333,2.44,2.08,7.42,,,,,NA,,NULL,MSX,,,
1673,G333.1302-00.4685,Rejected ,0.832,2.651,2.21,7.69,,,,,NA,,NULL,MSX,,,
1657,G333.1306-00.4275,HII region ,25.886,94.629,142.43,529.31,,,,-51.2,3.6,Spe,137270,MSX,4.8,2,582
4218,G333.1343-00.4654,Diffuse HII region ,-0.045,0.672,0.74,4.31,,,,,NA,,NULL,MSX,,,
1674,G333.1365-00.4632,Rejected ,0.535,2.789,2.7,9.46,,,,,NA,,NULL,MSX,,,
1671,G333.1393-00.4577,Rejected ,0.633,2.128,1.56,5.36,,,,,NA,,NULL,MSX,,,
1607,G333.1496-00.1108,Rejected ,0.116,1.429,2.51,5.67,,,,,NA,,NULL,MSX,,,
1669,G333.1521-00.4382,Rejected ,1.883,3.428,2.3,7.06,,,,,NA,,NULL,MSX,,,
4212,G333.1545-00.3292,Rejected ,-0.032,-0.491,1.2,3.5,,,,,NA,,NULL,MSX,,,
1608,G333.1642-00.0994,HII region ,3.347,4.928,4.66,21.52,,,,-92.5,5.1,Kin,13023,MIPS/IGA,8.6,6.3,
1757,G333.1757-02.4098,Evolved star?,2.003,2.699,2.36,4.01,15.5,13.4,10.7,,NA,,NULL,MSX,4.8,<1.0,
1680,G333.1969-00.4352,Diffuse HII region ,1.76,2.928,3.24,8.79,,,,-53,3.6,Spe,3434,MIPS/IGA,8.6,<29.2,
1731,G333.2008-00.9280,Young/old star?,1.309,2.217,3.27,3.71,14.4,12.8,11.1,-13.3,1.2,Kin,1481,MSX,4.8,<0.4,
4217,G333.2124-00.3859,Rejected ,-0.032,1.302,2.88,6.64,,,,,NA,,NULL,MSX,,,
4820,G333.2133-00.1051,HII region?,0.496,-0.549,0.69,2.77,,,,,NA,,NULL,MSX,,,
1682,G333.2215-00.4254,Rejected ,0.112,1.416,1.45,5.23,,,,,NA,,NULL,MSX,,,
4821,G333.2278-00.0947,HII region ,0.827,0.717,0.78,3.42,,,,-90.1,5,Kin,2201,MIPS/IGA,8.6,<0.6,
1603,G333.2479+00.0595,Diffuse HII region ,11.2,24.055,20.72,60.24,,,,,NA,,NULL,MSX,,,
1693,G333.2514-00.4413,Rejected ,0.796,1.369,0.97,3.2,,,,,NA,,NULL,MSX,,,
1656,G333.2526-00.3027,Rejected ,0.187,1.848,3.27,7.56,,,,,NA,,NULL,MSX,,,
4216,G333.2593-00.3156,Rejected ,-0.055,0.598,1.32,3.91,,,,,NA,,NULL,MSX,,,
1695,G333.2595-00.4433,Rejected ,0.868,2.112,1.1,5.16,,,,,NA,,NULL,MSX,,,
1652,G333.2598-00.2804,Rejected ,0.267,1.518,1.47,6.27,,,,,NA,,NULL,MSX,,,
1653,G333.2598-00.2878,Rejected ,0.146,1.607,3.77,11.97,,,,,NA,,NULL,MSX,,,
4215,G333.2599-00.3058,Rejected ,-0.055,1.984,1.1,3.29,,,,,NA,,NULL,MSX,,,
4828,G333.2619-00.2733,Rejected ,0.603,0.634,0.64,3.22,,,,,NA,,NULL,MSX,,,
1662,G333.2619-00.3009,Rejected ,0.358,1.835,2.06,5.02,,,,,NA,,NULL,MSX,,,
1659,G333.2636-00.2948,Rejected ,0.785,2.24,3.76,10.37,,,,,NA,,NULL,MSX,,,
1665,G333.2643-00.3070,Rejected ,0.609,1.306,0.87,2.84,,,,,NA,,NULL,MSX,,,
1689,G333.2843-00.4000,HII region ,5.814,24.448,31.76,91.64,,,,-51.6,3.6,Spe,41021,MSX,,,
1687,G333.2880-00.3907,HII region ,8.187,22.404,31.05,142.63,,,,-51.6,3.6,Spe,74659,MSX,8.6,6,721
1670,G333.2920-00.2978,Rejected ,0.215,1.311,0.92,2.75,,,,,NA,,NULL,MSX,,,
1697,G333.3001-00.4153,Other??,0.816,1.886,1.33,4.46,15.9,13.6,9.8,,NA,,NULL,MSX,,,
1499,G333.3045+02.2715,Diffuse HII region?,0.182,1.2,1.99,5.43,,,,,NA,,NULL,MSX,,,
1690,G333.3051-00.3793,Rejected ,6.882,15.285,10.03,48.89,,,,,NA,,NULL,MSX,,,
1686,G333.3072-00.3666,Diffuse HII region ,37.825,153.97,269.83,1134.1,,,,-50.2,3.6,Spe,507661,MSX,8.6,<43.2,
1604,G333.3151+00.1053,YSO ,0.817,2.229,5.16,21.58,,,,-47.7,3.6,Spe,5575,MIPS/IGA,8.6,<1.9,
1642,G333.3401-00.1273,HII region ,2.736,4.651,6.65,22.57,15.1,12.3,10.4,-59.7,3.6,Spe,4453,MIPS/IGA,8.6,2.5,
4830,G333.3581-00.4178,Rejected ,0.243,0.635,0.64,5.01,,,,,NA,,NULL,MSX,,,
1666,G333.3752-00.2015A,HII region ,1.914,1.907,2.03,9.57,,,,-60.3,3.6,Spe,2299,MIPS/IGA,8.6,<1.5,
1666,G333.3752-00.2015B,YSO ,1.914,1.907,2.03,9.57,15.6,14,11.5,-60.3,3.6,Spe,1375,MIPS/IGA,8.6,<1.5,
1574,G333.3833+00.9198,PN?,0.338,-0.468,2.48,4.06,,,,,NA,,NULL,MSX,,,
1571,G333.4292+01.1874,PN ,1.151,1.351,6.73,9.49,12.8,12.6,11.3,,NA,,NULL,MSX,,,
1536,G333.4593+01.9795,Evolved star ,6.394,10.795,11.96,13.52,11.5,9,7.3,-24.5,2,Kin,1794,MSX,4.8,<1.2,
1678,G333.4636-00.1599,Diffuse HII region ,1.181,1.75,1.85,7.1,,,,-60.5,3.79/11.24,,3522.5/30981.8,MSX,,,
1679,G333.4680-00.1603,Rejected ,0.569,2.324,3.55,12.7,,,,,NA,,NULL,MSX,,,
1696,G333.4747-00.2366,YSO ,1.991,3.779,6.27,10.24,15.2,12,9.6,-50.7,3.6,Spe,2718,MIPS/IGA,8.6,<11.3,
1681,G333.4769-00.1689,Rejected ,0.591,1.336,1.22,3.66,,,,,NA,,NULL,MSX,,,
1709,G333.5002-00.3287,HII region ,0.1,-0.491,0.81,3.97,,,,-50.2,3.6,Spe,1125,MSX,,,
1706,G333.5114-00.2798,Diffuse HII region ,0.293,2.35,3.34,10.62,,,,,NA,,NULL,MSX,,,
1720,G333.5256-00.3823,Rejected ,0.188,0.938,1.03,4.24,,,,,NA,,NULL,MSX,,,
1723,G333.5309-00.3877,Rejected ,0.327,1.415,1.08,3.5,,,,,NA,,NULL,MSX,,,
1668,G333.5399-00.0432,Rejected ,0.385,0.739,0.89,3.16,,,,,NA,,NULL,MSX,,,
4224,G333.5497-00.3939,Rejected ,0.062,0.625,1.01,4.45,,,,,NA,,NULL,MSX,,,
1705,G333.5642-00.2149,HII region ,6.309,13.952,15.39,52.11,,,,-47.7,3.6,Spe,23326,MSX,,,
4829,G333.5682-00.0965,Rejected ,0.439,1.318,0.53,3.64,,,,,NA,,NULL,MSX,,,
1691,G333.5771-00.1068,Rejected ,0.527,1.556,1.36,4.81,,,,,NA,,NULL,MSX,,,
1685,G333.5779-00.0886,Rejected ,0.449,2.057,4.34,16.36,,,,,NA,,NULL,MSX,,,
1683,G333.5792-00.0735,Diffuse HII region ,1.347,2.957,4.25,12.94,,,,,NA,,NULL,MSX,,,
1684,G333.5924-00.0719,Rejected ,0.654,3.627,6.89,25.38,,,,,NA,,NULL,MSX,,,
1701,G333.5959-00.1624,Rejected ,0.41,0.813,2.59,10.33,,,,,NA,,NULL,MSX,,,
1704,G333.5973-00.1720,Rejected ,0.348,0.645,0.94,7.65,,,,,NA,,NULL,MSX,,,
1702,G333.5974-00.1675,Rejected ,0.737,2.366,1.38,8.21,,,,,NA,,NULL,MSX,,,
1688,G333.5998-00.0820,Rejected ,0.541,3.453,5.45,16.63,,,,,NA,,NULL,MSX,,,
1708,G333.6032-00.2184,HII region ,211.74,408.51,1565.7,1650.8,10.2,9.3,8.5,-49.2,3.6,Spe,183860,MSX,4.8,<54.3,
1711,G333.6036-00.2362,Rejected ,0.361,6.941,2.11,22.79,,,,,NA,,NULL,MSX,,,
1692,G333.6041-00.0858,Diffuse HII region??,1.123,3.018,2.33,7.21,,,,,NA,,NULL,MSX,,,
1715,G333.6080-00.2425,Rejected ,3.736,13.122,13.21,54.75,,,,,NA,,NULL,MSX,,,
1707,G333.6099-00.1987,Diffuse HII region ,14.054,53.564,70.52,212.58,,,,-47.5,3.6,Spe,95158,MSX,4.8,<32.5,
1716,G333.6227-00.2493,Rejected ,4.148,7.684,5.35,13.39,,,,,NA,,NULL,MSX,,,
1694,G333.6244-00.0751,Rejected ,1.113,1.985,1.2,3.14,,,,,NA,,NULL,MSX,,,
1714,G333.6261-00.2203,Rejected ,3.15,19.327,29.89,74.66,,,,,NA,,NULL,MSX,,,
1718,G333.6266-00.2552,Rejected?,0.136,6.286,3.07,10.53,,,,,NA,,NULL,MSX,,,
1698,G333.6287-00.1033,HII region ,0.169,1.4,2.58,7.43,12.3,11.2,10.6,,3.6,Spe,1654,MSX,,,
1719,G333.6302-00.2558,Rejected ,4.099,8.407,4.88,14.8,,,,,NA,,NULL,MSX,,,
4223,G333.6306-00.2820,Rejected ,-0.035,1.795,1.73,6.18,,,,,NA,,NULL,MSX,,,
4222,G333.6308-00.2760,Rejected ,-0.039,0.856,1,5.21,,,,,NA,,NULL,MSX,,,
4833,G333.6408-00.2743,Rejected ,0.524,0.916,0.68,3.53,,,,,NA,,NULL,MSX,,,
1713,G333.6453-00.1972,Rejected ,1.636,5.1,3.04,23.19,,,,,NA,,NULL,MSX,,,
4831,G333.6480-00.1771,Rejected ,0.429,1.846,0.47,5.22,,,,,NA,,NULL,MSX,,,
1710,G333.6501-00.1821,Rejected ,1.177,2.092,1.42,5.04,,,,,NA,,NULL,MSX,,,
4221,G333.6502-00.2040,Rejected ,-0.032,2.083,4.92,20.63,,,,,NA,,NULL,MSX,,,
1712,G333.6520-00.1878,Diffuse HII region ,0.362,3.124,1.97,11.51,,,,-51.2,3.6,Spe,5152,MSX,4.8,<290.6,
1703,G333.6539-00.1151,Rejected ,0.224,1.236,1.86,8.65,,,,,NA,,NULL,MSX,,,
1700,G333.6556-00.1001,Rejected ,0.572,2.324,5.04,15.93,,,,,NA,,NULL,MSX,,,
1717,G333.6588-00.2175,Rejected ,2.121,2.836,2.41,5.22,,,,,NA,,NULL,MSX,,,
1699,G333.6598-00.0948,Rejected ,0.295,1.039,3.37,10.56,,,,,NA,,NULL,MSX,,,
1835,G333.6680-03.0963,Evolved star?,0.22,0.76,1.24,3.29,12.1,11.2,10.9,,NA,,NULL,MSX,,,
1722,G333.6753-00.2387,Rejected ,0.5,1.826,0.89,3.13,,,,,NA,,NULL,MSX,,,
1721,G333.6764-00.2334,Rejected ,1.293,2.773,1.48,5.64,,,,,NA,,NULL,MSX,,,
1730,G333.6788-00.4344,HII region ,0.908,2.321,2.68,9.72,,,,-5.6,14.4,Kin,24339,MIPS/IGA,8.6,56.7,
1746,G333.6797-01.2734,Evolved star ,2.325,3.628,3.87,5.56,12,11,9.7,-11.4,1.1,Kin,232,MSX,4.8,<1.1,
1733,G333.6985-00.5033,Diffuse HII region ,1.032,3.044,5.85,18.69,,,,,NA,,NULL,MSX,,,
1622,G333.7261+00.3678,Diffuse HII region ,11.442,16.147,12.11,69.47,,,,-33,2.46/12.61,,17549.6/461135.1,MIPS/IGA,8.6,<0.7,
1732,G333.7339-00.4267,HII region ,1.8,3.364,3.18,7.12,,,,-3.9,14.5,Kin,54239,MIPS/IGA,8.6,<1.7,
1724,G333.7608-00.2253,YSO?,0.18,0.634,1.84,4.92,15.2,12.8,10.9,-48.9,3.6,Spe,1606,MIPS/IGA,8.6,<2.3,
1744,G333.9206-00.8912,Evolved star ,0.216,0.758,1.35,11.44,9.9,8.5,7.7,,NA,,NULL,MSX,,,
1727,G333.9255-00.1042,Rejected ,0.152,-0.549,0.81,3.28,,,,,NA,,NULL,MSX,,,
1606,G333.9294+00.6858,PN ,0.603,4.509,5.15,8.89,10.3,9.2,8.5,,NA,,NULL,MSX,,,
1728,G333.9305-00.1319,YSO ,1.537,2.582,3.81,5.75,17.7,14.7,11.2,-43.4,3.6,Spe,4793,MIPS/IGA,8.6,<2.3,
1651,G333.9772+00.4424,Evolved star?,0.115,0.806,1.31,4.83,,,,-64.2,3.97/11.12,,2629.4/20629.3,MSX,4.8,<0.6,
1509,G333.9932+02.8909,OH/IR star ,6.997,10.911,14.22,15.96,17.3,13.2,9.2,2.5,15.1,Kin,125691,MSX,4.8,<0.7,
1729,G334.0256-00.0502,HII region ,1.778,1.871,1.7,5.53,,,,,NA,,NULL,MSX,,,
1734,G334.1602-00.0604,HII/YSO ,0.632,1.183,1.52,2.95,,,,-66.1,4.1,Kin,942,MIPS/IGA,8.6,<1.4,
1725,G334.1951+00.1907,Rejected ,0.814,2.236,2.06,3.63,,,,,NA,,NULL,MSX,,,
1726,G334.2019+00.1872,Diffuse HII region ,0.935,3.705,4.81,9.26,,,,,NA,,NULL,MSX,,,
1739,G334.3272-00.2884,Evolved star ,1.296,1.34,1.39,3.38,14.7,10.3,7.9,,NA,,NULL,MSX,4.8,9.3,
1735,G334.3417+00.0455,Diffuse HII region ,2.018,4.791,5.8,16.36,,,,,NA,,NULL,MSX,,,
1736,G334.3602+00.0579,Evolved star ,10.17,22.509,21.02,19.56,12.1,8.1,6,,NA,,NULL,MSX,,,
4220,G334.5134+00.8123,Rejected ,-0.041,-0.661,1.53,5.94,,,,,NA,,NULL,MSX,,,
1738,G334.7202+00.1762,PN?,0.747,4.607,8.5,21.99,14.7,11.5,9.7,-90.2,5.04/10.15,,19293.3/78248.7,MSX,8.6,6.9,
1748,G334.7225-00.6539,HII region ,2.615,6.755,14.14,35.36,,,,-44.6,12.1,Kin,60942,MIPS/IGA,8.6,420.4,
1742,G334.7302+00.0052,YSO?,2.446,3.165,3.78,10.71,15.5,13,9.6,-33.9,2.5,Kin,3823,MIPS/IGA,8.6,<1.4,
1743,G334.7837-00.0211,Rejected ,0.106,-0.509,1.57,3.22,,,,,NA,,NULL,MSX,,,
1740,G334.8438+00.2095A,YSO ,1.408,1.888,1.95,4.45,16.4,14,12.8,-80,10.6,Kin,6897,MIPS/IGA,4.8,<0.5,
1740,G334.8438+00.2095B,HII region ,1.408,1.888,1.95,4.45,,,,-80,10.6,Kin,25481,MIPS/IGA,4.8,<0.5,
1563,G334.8686+02.7773,Young/old star?,2.054,3.808,5.34,6.4,16.4,14.3,11.4,-25.9,2.1,Kin,196,MIPS/IGA,4.8,<0.7,
1750,G335.0611-00.4261A,YSO ,0.601,-0.455,0.73,6.15,,,,-38.4,2.8,Kin,16669,MSX,,,
1750,G335.0611-00.4261B,HII region ,0.601,-0.455,0.73,6.15,,,,-38.4,2.8,Kin,4167,MSX,,,
1768,G335.0637-01.1559,Evolved star ,0.227,-0.573,0.96,4.57,8.4,7.5,6.8,,NA,,NULL,MSX,,,
1741,G335.1416+00.4939,Evolved star??,16.414,24.707,32.56,33.01,15.3,14,11.3,-60.5,3.85/11.4,,16899.9/148173.9,MSX,8.6,<0.5,
1749,G335.1734-00.2428,Diffuse HII region ,0.355,2.176,3.82,11.82,,,,,NA,,NULL,MSX,,,
1753,G335.1972-00.3884,HII region ,0.797,0.949,0.96,3.39,,,,-37.1,2.7,Kin,1007,MIPS/IGA,4.8,57.5,
1745,G335.3305+00.4121,Diffuse HII region ,2.882,4.354,4.01,11.17,,,,,NA,,NULL,MSX,,,
1867,G335.3664-02.1206,Evolved star ,1.754,2.125,2.27,5.96,14.8,11.3,9,,NA,,NULL,MSX,8.6,<0.7,
1754,G335.3910-00.2902,HII region?,0.241,0.801,2.11,9.63,17.6,14.8,13.4,-19.7,13.6,Kin,18616,MIPS/IGA,8.6,21,
1756,G335.4568-00.2432,Rejected ,1.255,1.597,1.45,3.16,,,,,NA,,NULL,MSX,,,
1763,G335.4909-00.4137,Evolved star ,8.194,12.518,17.64,17.17,,,,,NA,,NULL,MSX,,,
1581,G335.5099+03.0130,Evolved star??,0.853,4.259,8.64,12.64,13,12.6,11,,NA,,NULL,MSX,4.8,<0.6,
1760,G335.5783-00.2075,HII region ,1.67,6.3,13.01,39.45,,,,-75.8,10.8,Kin,77193,MIPS/IGA,4.8,67.4,
1751,G335.6052+00.0423,Evolved star ,1.57,2.536,3.36,3.62,15.5,13.1,11,,NA,,NULL,MSX,8.6,<0.5,
1800,G335.6645-00.9759,Evolved star ,0.377,-0.573,1.01,6.04,11.3,10.5,9.9,,NA,,NULL,MSX,,,
1761,G335.7288-00.0966,YSO ,1.616,2.746,4.12,3.88,16.9,14.1,13.5,-66.2,11.2,Kin,18169,MIPS/IGA,4.8,<0.6,
1752,G335.7681+00.1701,Rejected ,0.186,-0.549,1.3,4.8,,,,,NA,,NULL,MSX,,,
1737,G335.8322+01.4341,OH/IR star ,0.214,0.941,2.92,12.08,12.1,10.8,10,,NA,,NULL,MSX,4.8,<1.8,
1762,G335.9462+00.0296,HII region ,1.163,1.474,1.09,3.05,,,,-54.8,3.6,Kin,1593,MIPS/IGA,4.8,3.9,
1854,G335.9462-01.3540,PN?,0.364,0.784,1.41,8.18,13.3,12.6,11.9,,NA,,NULL,MSX,,,
1759,G335.9800+00.1928,HII region ,1.508,3.414,4.04,11.74,,,,-56.3,3.7,Kin,3333,MIPS/IGA,4.8,164.3,
1829,G335.9960-00.8532,YSO ,1.568,2.482,3.57,4.62,,,,-47.4,3.3,Kin,934,MSX,,,
1827,G336.0216-00.8194,Diffuse HII region ,8.055,18.639,19.06,63.46,,,,,NA,,NULL,MSX,,,
1846,G336.0753-01.0835,OH/IR star ,63.338,98.659,119.03,135.53,11.1,8,5.8,,NA,,NULL,MSX,4.8,<0.5,
1764,G336.0778+00.0361,HII region ,1.634,2.18,1.55,4.71,,,,,NA,,NULL,MSX,4.8,<0.6,
1765,G336.1448+00.0829,Evolved star ,19.54,57.348,72.42,187.93,8.7,6.6,5.5,,NA,,NULL,MSX,,,
1755,G336.2344+00.5067,Evolved star ,1.377,4.192,9.79,25.84,17,13.9,11.2,-29.4,2.34/13.03,,4887.0/151529.4,MSX,4.8,<0.5,
1769,G336.2822-00.0512,Other ,0.111,2.071,1.49,15,12.2,10.8,10.1,,NA,,NULL,MSX,,,
1781,G336.3554-00.2033,Rejected ,0.121,0.848,2.41,7.41,,,,,NA,,NULL,MSX,,,
