#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-02-13T19:12:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5c6464a76380	
#INFO	-out.max=unlimited	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-nav=cat:V/114&tab:{V/114/msx6_gp}&key:source=V/114/msx6_gp&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/114/msx6_gp
#-order=I
#-out=MSX6C
#-out=RAJ2000
#-out=DEJ2000
#-out=B1
#-out=q_B1
#-out=e_B1
#-out=A
#-out=q_A
#q_A=>= 2
#-out=e_A
#-out=C
#-out=q_C
#-out=e_C
#-out=D
#-out=q_D
#q_D=>= 2
#-out=e_D
#-out=E
#-out=q_E
#q_E=>= 2
#-out=e_E
#Old=Old
#

#RESOURCE=yCat_5114
#Name: V/114
#Title: MSX6C Infrared Point Source Catalog (Egan+ 2003)
#Table	V_114_msx6_gp:
#Name: V/114/msx6_gp
#Title: The complete MSX6C catalogue in the Galactic Plane (|b|<=6{deg})
#Column	MSX6C	(a17)	Name (based on galactic position)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F8.4)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	B1	(E10.3)	Flux density in B1 (4.29um) band (1)	[ucd=phot.mag;em.IR.4-8um]
#Column	q_B1	(I1)	[0,4] Band B1 quality (2)	[ucd=meta.code.qual]
#Column	e_B1	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	A	(E10.3)	Flux density in A (8.28um) band (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	q_A	(I1)	[0,4] Band A quality (2)	[ucd=meta.code.qual]
#Column	e_A	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	C	(E10.3)	Flux density in C (12.13um) band (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	q_C	(I1)	[0,4] Band C quality (2)	[ucd=meta.code.qual]
#Column	e_C	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	D	(E10.3)	Flux density in D (14.65um) band (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	q_D	(I1)	[0,4] Band D quality (2)	[ucd=meta.code.qual]
#Column	e_D	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	E	(E10.3)	Flux density in E (21.34um) band (1)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	q_E	(I1)	[0,4] Band E quality (2)	[ucd=meta.code.qual]
#Column	e_E	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
MSX6C;RAJ2000;DEJ2000;B1;q_B1;e_B1;A;q_A;e_A;C;q_C;e_C;D;q_D;e_D;E;q_E;e_E
G020.8460-00.0503;277.3285;-10.7628;-3.020e+00;0;     ; 9.935e-01;4;  4.1; 1.287e+00;4;  5.2; 8.880e-01;4;  6.3; 6.258e-01;2;  7.0
G020.7848+00.3973;276.8961;-10.6090; 1.027e+01;1; 48.4; 1.153e+00;4;  4.1; 1.433e+00;4;  5.1; 1.071e+00;4;  6.2; 1.172e+00;4;  6.3
G021.1877-00.0965;277.5314;-10.4816;-3.020e+00;0;     ; 9.663e-01;4;  4.1; 1.382e+00;4;  5.1; 1.405e+00;4;  6.1; 9.860e-01;3;  6.4
G020.7321-00.0887;277.3093;-10.8816;-3.122e+00;0;     ; 4.276e-02;3;  6.3; 1.978e+00;4;  5.0; 3.853e+00;4;  6.1; 1.132e+01;4;  6.0
G020.9409+00.3475;277.0148;-10.4939;-3.122e+00;0;     ; 8.044e-01;4;  4.1; 1.136e+00;4;  5.2; 1.118e+00;4;  6.2; 6.162e-01;2;  7.0
G020.8110+00.4127;276.8946;-10.5787;-3.122e+00;0;     ; 7.559e-01;4;  4.1; 9.431e-01;4;  5.3; 7.740e-01;4;  6.3; 6.309e-01;2;  7.0
G020.9282-00.0870;277.4004;-10.7070;-3.070e+00;0;     ; 7.910e-01;4;  4.1; 9.399e-01;4;  5.3; 7.662e-01;4;  6.3; 5.603e-01;2;  7.1
G020.7491-00.0898;277.3183;-10.8670; 1.290e+01;1; 20.5; 1.130e+00;4;  4.1; 2.233e+00;4;  5.0; 2.286e+00;4;  6.1; 6.448e+00;4;  6.0
G020.9260-00.0497;277.3657;-10.6917;-3.020e+00;0;     ; 7.015e-01;4;  4.1; 9.798e-01;4;  5.3; 1.482e+00;4;  6.1; 1.842e+00;4;  6.1
G020.7307-00.1600;277.3730;-10.9159;-3.020e+00;0;     ; 7.930e-01;4;  4.1; 9.013e-01;4;  5.3; 8.120e-01;4;  6.3; 1.106e+00;4;  6.4
G020.6708-00.0440;277.2400;-10.9151;-3.070e+00;0;     ; 6.595e-01;4;  4.1; 1.167e+00;4;  5.2; 1.148e+00;4;  6.2; 8.170e-01;3;  6.6
G021.0772-00.0614;277.4476;-10.5632;-3.020e+00;0;     ; 3.544e-01;4;  4.1; 2.668e-01;1;  8.1; 4.071e-01;3;  6.8; 1.871e+00;4;  6.1
G020.6724-00.1387;277.3262;-10.9576; 1.190e+01;1; 25.4; 4.337e-01;4;  4.1; 9.839e-01;4;  5.3; 7.835e-01;4;  6.3; 2.997e+00;4;  6.1
G020.7046-00.1853;277.3834;-10.9507; 1.187e+01;1; 25.0; 3.708e-01;4;  4.1; 6.694e-01;4;  5.6; 6.904e-01;4;  6.3; 1.296e+00;4;  6.3
G021.0228-00.0625;277.4229;-10.6118;-3.363e+00;0;     ; 1.044e-01;4;  4.6; 5.735e-01;4;  5.8; 1.495e+00;4;  6.1; 2.128e+00;4;  6.1
G020.7017+00.2166;277.0195;-10.7666;-2.884e+00;0;     ; 3.085e+00;4;  4.1; 3.723e+00;4;  5.0; 2.975e+00;4;  6.1; 3.097e+00;4;  6.0
G020.8575+00.2109;277.0984;-10.6313; 3.449e+00;1; 13.0; 1.030e+00;4;  4.1; 1.237e+00;4;  5.2; 9.449e-01;4;  6.2; 7.877e-01;2;  6.6
G020.8326-00.4491;277.6820;-10.9595;-2.972e+00;0;     ; 8.537e-01;4;  4.1; 8.879e-01;4;  5.3; 7.313e-01;4;  6.3; 6.063e-01;2;  7.1
G020.7430-00.0872;277.3131;-10.8712; 8.583e+00;1; 55.7; 7.765e-01;4;  4.1; 9.051e-01;4;  5.3; 5.518e-01;4;  6.5; 4.097e+00;4;  6.0
G020.6922-00.1277;277.3256;-10.9350;-3.020e+00;0;     ; 6.389e-01;4;  4.1; 8.417e-01;4;  5.4; 4.386e-01;4;  6.7; 1.171e+00;4;  6.3
G021.2812-00.1064;277.5843;-10.4033;-3.020e+00;0;     ; 5.441e-01;4;  4.1; 5.641e-01;4;  5.8; 6.008e-01;4;  6.4; 5.775e-01;2;  7.1
G020.9618-00.0749;277.4053;-10.6717;-3.020e+00;0;     ; 5.172e-01;4;  4.1; 6.012e-01;4;  5.7; 3.967e-01;3;  6.8; 1.293e+00;4;  6.3
G021.2065-00.2480;277.6768;-10.5350;-2.972e+00;0;     ; 2.206e-01;4;  4.2; 4.309e-01;3;  6.4; 4.797e-01;4;  6.6; 9.885e-01;3;  6.4
G020.6874-00.1569;277.3497;-10.9527;-4.203e+00;0;     ; 3.717e-02;2;  6.8; 3.955e-01;3;  6.6; 2.528e-01;2;  7.8; 1.626e+00;4;  6.2
G020.6903-00.1388;277.3347;-10.9418; 1.358e+01;1; 35.6; 1.552e-01;4;  4.3; 7.086e-01;4;  5.6; 6.648e-01;4;  6.3; 2.304e+00;4;  6.1
G020.7495-00.0554;277.2875;-10.8507; 1.101e+01;1; 42.0; 1.146e-01;4;  4.5; 2.714e-01;1;  8.1; 5.893e-01;4;  6.5; 2.419e+00;4;  6.1
G020.6399-00.1330;277.3057;-10.9837;-3.343e+00;0;     ; 5.568e-01;4;  4.1; 5.898e-01;4;  5.8; 3.505e-01;3;  7.0; 9.353e-01;3;  6.4
G020.6661-00.1268;277.3125;-10.9577;-3.963e+00;0;     ; 9.954e-02;4;  4.6; 4.022e-01;3;  6.6; 2.978e-01;2;  7.4; 1.326e+00;4;  6.3
G020.6802-00.1120;277.3058;-10.9383;-4.663e+00;0;     ; 2.955e-02;2;  8.0; 1.777e-01;1; 11.0; 3.691e-01;3;  6.9; 2.163e+00;4;  6.1
G020.7134+00.1612;277.0750;-10.7820;-4.542e+00;0;     ; 8.500e-02;4;  4.8; 2.025e-01;1;  9.9; 4.516e-01;4;  6.7; 8.814e-01;3;  6.5
G020.7831-00.1145;277.3567;-10.8483;-5.069e+00;0;     ; 1.385e-01;4;  4.4; 4.424e-01;3;  6.3; 2.335e-01;2;  8.0; 9.038e-01;3;  6.5
G020.6782-00.1422;277.3321;-10.9541;-6.686e+00;0;     ; 2.005e-01;4;  4.2; 4.560e-01;3;  6.3; 4.963e-01;4;  6.6; 1.985e+00;4;  6.1
G021.2567+00.0571;277.4254;-10.3491;-8.189e+00;0;     ; 3.011e-01;4;  4.2; 4.908e-01;3;  6.1; 2.951e-01;2;  7.4; 7.425e-01;2;  6.7
G020.7909-00.1134;277.3594;-10.8409;-2.427e+00;0;     ; 8.590e-01;4;  4.1; 1.080e+00;4;  5.3; 4.962e-01;4;  6.6; 1.168e+00;4;  6.3
G020.7980-00.0873;277.3392;-10.8225;-6.864e+00;0;     ; 2.421e-01;4;  4.2; 4.968e-01;3;  6.1; 2.800e-01;2;  7.4; 1.042e+00;3;  6.4
G020.6900-00.0890;277.2897;-10.9189;-6.954e+00;0;     ; 7.695e-02;4;  4.9; 3.167e-01;2;  7.4; 2.674e-01;2;  7.6; 1.331e+00;4;  6.3
G020.6716-00.1068;277.2971;-10.9436;-1.112e+01;0;     ; 1.398e-01;4;  4.4;-6.073e-01;0;     ; 2.567e-01;2;  7.7; 9.339e-01;3;  6.4
G020.7595-00.1003;277.3327;-10.8627;-5.944e+00;0;     ; 3.258e-02;2;  7.5; 7.336e-01;4;  5.5; 3.672e-01;3;  6.9; 9.678e-01;3;  6.4
G020.6747-00.1152;277.3061;-10.9446;-9.707e+00;0;     ; 9.289e-02;4;  4.7; 2.750e-01;1;  8.1; 2.369e-01;2;  8.0; 9.845e-01;3;  6.4
G020.7916-00.0999;277.3476;-10.8340;-6.190e+00;0;     ; 1.351e-01;4;  4.4; 4.147e-01;3;  6.5; 3.652e-01;3;  6.9; 1.376e+00;4;  6.2
G020.7423-00.1100;277.3333;-10.8824; 1.104e+01;1; 27.8; 1.484e-01;4;  4.4; 1.203e+00;4;  5.2; 2.480e+00;4;  6.1; 8.845e+00;4;  6.0
G020.9813+00.0802;277.2746;-10.5824;-8.407e+00;0;     ; 3.100e-01;4;  4.2; 6.573e-01;4;  5.6; 8.020e-01;4;  6.3; 2.311e+00;4;  6.1
G020.7531-00.1216;277.3489;-10.8782;-1.173e+01;0;     ; 4.939e-01;4;  4.1; 6.256e-01;4;  5.7; 2.475e-01;2;  7.8; 7.889e-01;2;  6.6
G020.7121-00.0754;277.2879;-10.8931;-6.438e+00;0;     ; 1.199e+00;4;  4.1; 2.081e+00;4;  5.0; 2.264e+00;4;  6.1; 6.133e+00;4;  6.0
G020.7022-00.0910;277.2972;-10.9091;-1.158e+01;0;     ; 1.026e-01;4;  4.6; 7.857e-01;4;  5.4; 1.102e+00;4;  6.2; 5.177e+00;4;  6.0
G032.8898-00.1053;282.9342;-00.0854; 8.376e+00;3;  9.4; 3.138e+01;4;  4.1; 3.659e+01;4;  5.0; 2.969e+01;4;  6.1; 2.322e+01;4;  6.0
G032.7870-00.3701;283.1230;-00.2977; 9.723e+00;4;  9.2; 2.555e+01;4;  4.1; 3.033e+01;4;  5.0; 2.486e+01;4;  6.1; 2.031e+01;4;  6.0
G032.8276-00.3152;283.0926;-00.2365; 3.282e+00;1; 13.4; 2.019e+01;4;  4.1; 2.970e+01;4;  5.0; 6.168e+01;4;  6.1; 7.344e+01;4;  6.0
G032.8903-00.0186;282.8573;-00.0455; 1.736e+01;4;  8.7; 1.408e+01;4;  4.1; 1.653e+01;4;  5.0; 1.207e+01;4;  6.1; 1.314e+01;4;  6.0
G033.1307+00.4398;282.5588;+00.3776;-2.922e+00;0;     ; 1.162e+01;4;  4.1; 2.053e+01;4;  5.0; 1.709e+01;4;  6.1; 1.290e+01;4;  6.0
G032.7977+00.1903;282.6290;-00.0326;-2.922e+00;0;     ; 8.174e+00;4;  4.1; 3.431e+01;4;  5.0; 5.923e+01;4;  6.1; 1.527e+02;4;  6.0
G033.3057+00.3923;282.6809;+00.5117;-3.021e+00;0;     ; 8.198e+00;4;  4.1; 1.029e+01;4;  5.0; 8.525e+00;4;  6.1; 8.893e+00;4;  6.0
G033.1095+00.4224;282.5646;+00.3508;-2.970e+00;0;     ; 7.717e+00;4;  4.1; 1.277e+01;4;  5.0; 1.076e+01;4;  6.1; 1.133e+01;4;  6.0
G032.8477-00.0040;282.8248;-00.0768; 1.121e+01;4;  9.0; 6.742e+00;4;  4.1; 4.570e+00;4;  5.0; 3.039e+00;4;  6.1; 2.122e+00;4;  6.1
G033.2208+00.3157;282.7103;+00.4011;-2.970e+00;0;     ; 5.726e+00;4;  4.1; 1.079e+01;4;  5.0; 9.243e+00;4;  6.1; 6.921e+00;4;  6.0
G033.3208-00.1459;283.1668;+00.2797;-2.876e+00;0;     ; 5.301e+00;4;  4.1; 7.100e+00;4;  5.0; 9.471e+00;4;  6.1; 1.003e+01;4;  6.0
G033.0861-00.1196;283.0364;+00.0827;-2.922e+00;0;     ; 4.967e+00;4;  4.1; 4.527e+00;4;  5.0; 3.761e+00;4;  6.1; 1.845e+00;4;  6.1
G033.0459+00.1902;282.7423;+00.1883;-2.922e+00;0;     ; 5.036e+00;4;  4.1; 6.542e+00;4;  5.0; 5.067e+00;4;  6.1; 4.714e+00;4;  6.0
G033.0987+00.4324;282.5507;+00.3457;-3.021e+00;0;     ; 4.751e+00;4;  4.1; 4.256e+00;4;  5.0; 3.178e+00;4;  6.1; 1.726e+00;4;  6.2
G033.0225+00.2788;282.6527;+00.2079;-2.922e+00;0;     ; 3.841e+00;4;  4.1; 8.724e+00;4;  5.0; 8.262e+00;4;  6.1; 8.386e+00;4;  6.0
G033.0360-00.1778;283.0654;+00.0116;-2.876e+00;0;     ; 3.719e+00;4;  4.1; 7.953e+00;4;  5.0; 6.579e+00;4;  6.1; 4.396e+00;4;  6.0
G032.6869-00.1452;282.8771;-00.2843; 5.570e+00;2; 10.4; 2.993e+00;4;  4.1; 3.018e+00;4;  5.0; 2.352e+00;4;  6.1; 1.421e+00;4;  6.2
G032.9221+00.2715;282.6135;+00.1152;-2.922e+00;0;     ; 2.783e+00;4;  4.1; 5.804e+00;4;  5.0; 5.275e+00;4;  6.1; 4.942e+00;4;  6.0
G032.9190+00.4241;282.4762;+00.1820;-2.970e+00;0;     ; 2.666e+00;4;  4.1; 3.948e+00;4;  5.0; 3.668e+00;4;  6.1; 3.921e+00;4;  6.0
G033.2077-00.1913;283.1557;+00.1583;-2.876e+00;0;     ; 2.401e+00;4;  4.1; 2.847e+00;4;  5.0; 2.373e+00;4;  6.1; 2.047e+00;4;  6.1
G033.2976-00.4282;283.4075;+00.1303;-2.876e+00;0;     ; 2.484e+00;4;  4.1; 2.801e+00;4;  5.0; 2.356e+00;4;  6.1; 2.388e+00;4;  6.1
G033.0156+00.1856;282.7326;+00.1592;-2.922e+00;0;     ; 2.413e+00;4;  4.1; 3.631e+00;4;  5.0; 4.591e+00;4;  6.1; 4.406e+00;4;  6.0
G033.2639-00.2181;283.2052;+00.1960;-2.876e+00;0;     ; 2.223e+00;4;  4.1; 3.262e+00;4;  5.0; 2.605e+00;4;  6.1; 2.303e+00;4;  6.1
G032.9126+00.0346;282.8200;-00.0014; 1.709e+01;1; 45.5; 2.378e+00;4;  4.1; 2.857e+00;4;  5.0; 2.069e+00;4;  6.1; 2.262e+00;4;  6.1
G033.0641+00.1561;282.7810;+00.1889;-2.970e+00;0;     ; 2.375e+00;4;  4.1; 3.567e+00;4;  5.0; 3.285e+00;4;  6.1; 1.527e+00;4;  6.2
G033.0294+00.0171;282.8889;+00.0946;-2.876e+00;0;     ; 2.418e+00;4;  4.1; 2.129e+00;4;  5.0; 1.534e+00;4;  6.1; 9.663e-01;3;  6.4
G033.2861-00.1687;283.1713;+00.2384;-2.876e+00;0;     ; 2.140e+00;4;  4.1; 2.328e+00;4;  5.0; 1.878e+00;4;  6.1; 9.706e-01;3;  6.4
G033.1019-00.4169;283.3082;-00.0388;-2.876e+00;0;     ; 2.202e+00;4;  4.1; 2.405e+00;4;  5.0; 1.843e+00;4;  6.1; 1.407e+00;4;  6.2
G032.8029-00.0470;282.8426;-00.1363;-2.922e+00;0;     ; 2.116e+00;4;  4.1; 3.626e+00;4;  5.0; 3.013e+00;4;  6.1; 2.831e+00;4;  6.1
G032.9433-00.1991;283.0420;-00.0806;-2.876e+00;0;     ; 1.997e+00;4;  4.1; 1.647e+00;4;  5.1; 1.272e+00;4;  6.1; 7.450e-01;2;  6.7
G032.7630-00.1896;282.9514;-00.2368; 6.226e+00;1; 36.1; 1.976e+00;4;  4.1; 2.167e+00;4;  5.0; 1.678e+00;4;  6.1; 1.062e+00;3;  6.4
G033.2439-00.2332;283.2095;+00.1713;-2.876e+00;0;     ; 1.822e+00;4;  4.1; 1.683e+00;4;  5.1; 1.368e+00;4;  6.1; 7.316e-01;2;  6.7
G032.7143-00.0938;282.8439;-00.2364; 3.126e+00;1; 13.8; 1.834e+00;4;  4.1; 2.858e+00;4;  5.0; 2.131e+00;4;  6.1; 1.565e+00;4;  6.2
G033.3037+00.0059;283.0239;+00.3336;-2.876e+00;0;     ; 1.629e+00;4;  4.1; 1.783e+00;4;  5.0; 1.313e+00;4;  6.1; 1.005e+00;3;  6.4
G032.7145-00.1364;282.8819;-00.2557;-2.922e+00;0;     ; 1.673e+00;4;  4.1; 2.510e+00;4;  5.0; 1.881e+00;4;  6.1; 1.197e+00;4;  6.3
G033.1714-00.1103;283.0671;+00.1628;-2.922e+00;0;     ; 1.563e+00;4;  4.1; 2.034e+00;4;  5.0; 1.503e+00;4;  6.1; 1.020e+00;3;  6.4
G032.7394+00.1101;282.6738;-00.1210;-2.970e+00;0;     ; 1.526e+00;4;  4.1; 1.743e+00;4;  5.0; 1.888e+00;4;  6.1; 2.527e+00;4;  6.1
G032.9201-00.4278;283.2350;-00.2056;-2.876e+00;0;     ; 1.378e+00;4;  4.1; 1.169e+00;4;  5.2; 8.650e-01;4;  6.3; 6.065e-01;2;  7.1
G032.5820-00.1241;282.8105;-00.3680;-2.922e+00;0;     ; 1.426e+00;4;  4.1; 1.516e+00;4;  5.1; 1.110e+00;4;  6.2; 9.014e-01;3;  6.4
G032.7494-00.0638;282.8332;-00.1915;-2.922e+00;0;     ; 1.294e+00;4;  4.1; 1.376e+00;4;  5.1; 1.876e+00;4;  6.1; 4.029e+00;4;  6.0
G033.0006+00.2939;282.6294;+00.1952;-2.970e+00;0;     ; 1.231e+00;4;  4.1; 1.673e+00;4;  5.1; 1.343e+00;4;  6.1; 1.248e+00;4;  6.3
G032.9838+00.0058;282.8780;+00.0489;-2.876e+00;0;     ; 1.187e+00;4;  4.1; 1.547e+00;4;  5.1; 1.234e+00;4;  6.1; 8.228e-01;3;  6.6
G032.9279-00.1775;283.0158;-00.0845;-2.876e+00;0;     ; 1.241e+00;4;  4.1; 1.067e+00;4;  5.3; 8.312e-01;4;  6.3; 6.740e-01;2;  6.8
G032.6609-00.1354;282.8565;-00.3029; 1.184e+01;1; 41.0; 1.213e+00;4;  4.1; 1.419e+00;4;  5.1; 1.160e+00;4;  6.2; 7.900e-01;3;  6.6
G033.0075-00.3807;283.2330;-00.1063;-2.922e+00;0;     ; 1.247e+00;4;  4.1; 1.443e+00;4;  5.1; 1.150e+00;4;  6.2; 6.640e-01;2;  6.9
G033.3406+00.0115;283.0357;+00.3690;-2.876e+00;0;     ; 1.178e+00;4;  4.1; 1.879e+00;4;  5.0; 2.511e+00;4;  6.1; 2.093e+00;4;  6.1
G033.1653+00.1264;282.8535;+00.2654;-2.970e+00;0;     ; 1.049e+00;4;  4.1; 1.085e+00;4;  5.3; 9.488e-01;4;  6.2; 6.537e-01;2;  6.9
G033.2367+00.2953;282.7357;+00.4060;-2.970e+00;0;     ; 9.981e-01;4;  4.1; 1.314e+00;4;  5.1; 1.156e+00;4;  6.2; 6.034e-01;2;  7.1
G032.8022-00.4821;283.2296;-00.3353; 8.901e+00;1; 24.5; 1.042e+00;4;  4.1; 1.291e+00;4;  5.2; 1.022e+00;4;  6.2; 6.234e-01;2;  7.0
G033.1584+00.3101;282.6868;+00.3431;-2.970e+00;0;     ; 1.022e+00;4;  4.1; 9.331e-01;4;  5.3; 8.035e-01;4;  6.3; 7.751e-01;2;  6.6
G033.2071-00.2298;283.1896;+00.1402;-2.876e+00;0;     ; 9.357e-01;4;  4.1; 1.166e+00;4;  5.2; 1.052e+00;4;  6.2; 7.983e-01;2;  6.6
G032.8954-00.1445;282.9716;-00.0984;-2.922e+00;0;     ; 1.035e+00;4;  4.1; 1.954e+00;4;  5.0; 1.579e+00;4;  6.1; 1.331e+00;4;  6.3
G033.1015+00.1966;282.7619;+00.2406;-2.876e+00;0;     ; 9.940e-01;4;  4.1; 1.190e+00;4;  5.2; 1.084e+00;4;  6.2; 9.259e-01;3;  6.4
G033.3397+00.0420;283.0081;+00.3822;-2.970e+00;0;     ; 8.401e-01;4;  4.1; 1.224e+00;4;  5.2; 1.002e+00;4;  6.2; 1.249e+00;4;  6.3
G032.8604-00.2627;283.0608;-00.1834;-2.876e+00;0;     ; 9.190e-01;4;  4.1; 9.855e-01;4;  5.3; 8.849e-01;4;  6.3; 9.950e-01;3;  6.4
G033.0133-00.3526;283.2105;-00.0883;-2.922e+00;0;     ; 9.002e-01;4;  4.1; 1.487e+00;4;  5.1; 1.802e+00;4;  6.1; 1.441e+00;4;  6.2
G033.2429-00.4548;283.4062;+00.0694;-2.876e+00;0;     ; 7.503e-01;4;  4.1; 1.049e+00;4;  5.3; 8.946e-01;4;  6.3; 6.668e-01;2;  6.9
G032.8546+00.1276;282.7108;-00.0106;-2.970e+00;0;     ; 8.619e-01;4;  4.1; 1.168e+00;4;  5.2; 1.017e+00;4;  6.2; 9.474e-01;3;  6.4
G033.2753-00.2474;283.2364;+00.1928;-2.876e+00;0;     ; 7.621e-01;4;  4.1; 9.492e-01;4;  5.3; 8.138e-01;4;  6.3; 6.812e-01;2;  6.8
G032.9989+00.3337;282.5931;+00.2119;-3.021e+00;0;     ; 7.434e-01;4;  4.1; 9.507e-01;4;  5.3; 9.374e-01;4;  6.2; 7.509e-01;2;  6.7
G033.0359+00.0761;282.8392;+00.1273;-2.970e+00;0;     ; 7.088e-01;4;  4.1; 1.064e+00;4;  5.3; 9.402e-01;4;  6.2; 7.291e-01;2;  6.7
G033.1902+00.3334;282.6806;+00.3820;-3.021e+00;0;     ; 7.055e-01;4;  4.1; 7.741e-01;4;  5.5; 6.810e-01;4;  6.3; 6.322e-01;2;  7.0
G032.7946+00.2053;282.6143;-00.0285;-2.876e+00;0;     ; 7.326e-01;4;  4.1; 1.152e+00;4;  5.2; 1.152e+00;4;  6.2; 3.528e+00;4;  6.0
G033.1102-00.0938;283.0244;+00.1159;-2.922e+00;0;     ; 5.800e-01;4;  4.1; 7.700e-01;4;  5.5; 8.594e-01;4;  6.3; 2.789e+00;4;  6.1
G033.2279-00.0167;283.0095;+00.2558;-2.970e+00;0;     ; 3.671e-01;4;  4.1; 5.067e-01;3;  6.1; 7.885e-01;4;  6.3; 1.995e+00;4;  6.1
G033.1603-00.0195;282.9811;+00.1944;-3.253e+00;0;     ; 5.655e-01;4;  4.1; 8.232e-01;4;  5.4; 3.982e-01;3;  6.8; 8.190e-01;3;  6.6
G032.7576+00.2687;282.5410;-00.0325; 1.103e+01;1; 44.1; 3.073e-01;4;  4.2; 9.809e-01;4;  5.3; 1.671e+00;4;  6.1; 1.862e+00;4;  6.1
G032.8057-00.1243;282.9127;-00.1689; 1.708e+01;1; 28.6; 2.708e-01;4;  4.2; 1.332e+00;4;  5.1; 2.485e+00;4;  6.1; 2.650e+00;4;  6.1
G033.1894-00.0248;282.9992;+00.2179;-3.438e+00;0;     ; 2.924e-01;4;  4.2; 4.323e-01;3;  6.4; 2.523e-01;2;  7.8; 6.508e-01;2;  6.9
G033.3891+00.1989;282.8910;+00.4977;-2.876e+00;0;     ; 6.013e+00;4;  4.1; 1.029e+01;4;  5.0; 1.433e+01;4;  6.1; 2.014e+01;4;  6.0
G033.3617+00.2000;282.8775;+00.4737;-2.876e+00;0;     ; 5.521e+00;4;  4.1; 8.568e+00;4;  5.0; 9.530e+00;4;  6.1; 1.024e+01;4;  6.0
G032.9670+00.2079;282.6905;+00.1261;-2.876e+00;0;     ; 3.941e+00;4;  4.1; 8.605e+00;4;  5.0; 7.115e+00;4;  6.1; 5.191e+00;4;  6.0
G033.2296+00.2230;282.7968;+00.3667;-2.790e+00;0;     ; 3.516e+00;4;  4.1; 6.126e+00;4;  5.0; 8.625e+00;4;  6.1; 6.164e+00;4;  6.0
G033.2445-00.1837;283.1657;+00.1945;-2.876e+00;0;     ; 1.624e+00;4;  4.1; 1.066e+00;4;  5.3; 8.032e-01;4;  6.3; 5.853e-01;2;  7.1
G032.8878-00.2783;283.0872;-00.1661;-2.922e+00;0;     ; 7.109e-01;4;  4.1; 9.390e-01;4;  5.3; 6.673e-01;4;  6.3; 7.909e-01;3;  6.6
G033.1351+00.4880;282.5179;+00.4034;-2.876e+00;0;     ; 6.989e-01;4;  4.1; 8.908e-01;4;  5.3; 7.167e-01;4;  6.3; 6.797e-01;2;  6.8
G033.3368+00.1653;282.8970;+00.4358;-3.021e+00;0;     ; 6.315e-01;4;  4.1; 7.544e-01;4;  5.5; 3.916e-01;3;  6.9; 7.738e-01;2;  6.6
G032.9204-00.2348;283.0634;-00.1173;-2.876e+00;0;     ; 5.818e-01;4;  4.1; 9.566e-01;4;  5.3; 1.066e+00;4;  6.2; 1.154e+00;4;  6.3
G032.8600-00.4109;283.1926;-00.2514;-2.876e+00;0;     ; 6.653e-01;4;  4.1; 6.548e-01;4;  5.6; 4.378e-01;3;  6.7; 8.705e-01;3;  6.5
G033.3142-00.2713;283.2755;+00.2165;-2.876e+00;0;     ; 4.505e-01;4;  4.1; 6.071e-01;4;  5.7; 3.260e-01;3;  7.1; 5.730e-01;2;  7.1
G032.7275+00.2070;282.5821;-00.0874; 1.174e+01;1; 18.8; 2.496e-01;4;  4.2; 2.458e-01;1;  8.7; 2.545e-01;2;  7.8; 8.566e-01;3;  6.5
G033.2127-00.0237;283.0088;+00.2391;-8.134e+00;0;     ; 6.952e-01;4;  4.1; 8.688e-01;4;  5.3; 4.951e-01;4;  6.6; 1.367e+00;4;  6.2
G033.4048+00.0076;283.0684;+00.4244;-3.392e+00;0;     ; 2.352e-01;4;  4.2; 6.580e-01;4;  5.6; 9.685e-01;4;  6.2; 2.480e+00;4;  6.1
G033.4354+00.0024;283.0870;+00.4493;-5.423e+00;0;     ; 2.416e-01;4;  4.2; 3.086e-01;2;  7.5; 2.659e-01;2;  7.6; 1.091e+00;3;  6.4
G033.2101-00.0148;282.9997;+00.2409;-1.166e+01;0;     ; 1.660e+00;4;  4.1; 1.966e+00;4;  5.0; 1.923e+00;4;  6.1; 6.628e+00;4;  6.0
